Var_0,Var_1,Var_2,Var_3,Var_4,Var_5,Var_6,Var_7,Y
0.7494676156917772,-1.8387584474460736,2.3169764281820404,1.1500011299601394,1.75562932065661,0.38502104768221146,1.1591079866749734,0.36490854059689326,1
1.3614230252643376,0.17739335937503686,-1.0630864390523542,-1.0722150923034064,1.082778198415117,-0.004267342542206478,-1.6363258813299548,-0.8335226987336458,0
0.12238177560164303,1.0381756180570862,-1.464118556362865,1.432712141676535,-1.3717702866254862,1.6900060375742072,-0.5789854625877139,0.34605186458534726,0
-0.03548136512901183,-0.41788159832057353,-0.6064420300257661,0.035137283840973164,0.42274096242245096,-0.7803112984447517,-0.8194287612909434,-0.04222753096450967,0
-0.04140652986118012,0.39120039734254464,-0.9858543912580939,0.95714002696152,0.9730547537518546,-0.8196884164288559,-1.4992806804347483,0.3786925691137549,0
0.9503447080453289,-3.283915447626658,0.058017228828560974,-0.6806540653541923,-0.16340718690410527,0.5630013013692811,0.15031699967043446,-0.7786932527232613,0
-1.4605874872019726,0.13975270614845833,0.8461278272095524,1.511869977664163,-0.9093905357135548,1.0916513757043247,1.330214398211913,-0.7472619263781658,1
-1.179903170771849,-0.0619002312046896,-1.5563429778194513,-1.0826311712041499,-1.4680975116696802,1.3640415083762316,-0.6096533558457732,0.935707904061502,0
-1.7310536281125464,-0.14453465978140453,-1.3978793019728117,0.26153957389632215,-1.1861599231067548,1.343946134660979,-0.6250569231244512,1.6169788055097944,0
0.3758147854114012,1.7543363242448964,-1.0705135500460765,-1.454693871103971,-1.0541251812392372,-0.22598416550092423,-0.393425633552294,0.21456398452907421,0
-0.7544613982936613,1.3166941874777092,-0.9749449070105655,-1.1956243405935902,-0.8931146823130198,2.1697615925507185,-0.39743679844730406,0.578195627053209,0
-0.960766639926725,0.003398244152023367,-1.793666203263967,-1.1113487530474333,2.1426919464583802,-0.8865696075156985,-2.945567245830105,0.6001954583401137,0
-1.274080062174966,0.1673328498883471,-0.4741163559067696,0.053542328408471264,0.042844599360497004,-0.16469069660476238,-0.4723759861708396,1.8561982375631152,1
1.0274641853954751,0.025271170173235435,-1.2753789246600078,-2.522119381860161,1.3996098360245535,1.2170108515718534,-2.0219375829900446,-0.24662110872347123,0
-2.3993153344216887,0.8007991273723567,-0.7170724058855729,1.3473863318265182,0.5898336362776009,0.8805501040855753,-1.0215404916949735,-0.595139599530505,0
-0.268403243505697,-1.3011096862087543,-1.1785528088908754,0.29400001776638335,1.2659532763151604,0.46754785300410145,-1.8524070812924203,-0.5271784396730558,0
0.6327118619482441,1.1315139737358737,-0.835404461271412,-0.47415241031291133,-0.8805305595578354,0.5351551526217296,-0.2731449361278937,-0.8970939975073631,1
-1.2633011631661237,0.37108695058486196,-1.3070279620344365,-1.2401446359099324,-1.3721153295714232,1.639212334793982,-0.43057305877815966,-0.6973458057904679,1
-1.2728690203049,0.7729116292419826,-0.5554215043307682,0.5317909095288087,0.3451023365861947,-2.221897739763047,-0.725880300522808,-0.7755961946363235,1
0.8209428253711426,0.21929224504880165,0.663367664336058,0.33744298615881874,-0.18418666950402984,-0.21077916887729836,0.7336024453650669,2.186758166920724,1
-0.989833695132437,1.0643870006265714,1.585890089244558,0.5893588524733384,-2.193974837174671,0.5339041752941316,2.7795324407726056,-0.281861823786903,1
0.2423879802877649,0.06489149151200553,-0.6533844561494191,1.3174009988570476,0.49323980024019787,0.3584625747796463,-0.9049534777750028,0.5380624372183338,0
0.1698493732452975,0.4708084322242758,1.157058965519563,1.272632421110245,0.7875620195920827,0.4567054035707736,0.6309956893114306,-0.6475627188004094,1
0.16077207547682412,-0.08929766138321837,1.4585712375326743,0.6980575592731773,-1.9768098523172855,-1.436899869493884,2.532387538374355,-1.5514208695213771,1
-0.4916829052225869,-0.47078551407881514,1.4127669106227199,1.2037312581329291,-2.0009503894877314,1.004036181511136,2.5032926067657106,-0.2652861789650052,1
0.11627967777859918,0.4448338496156524,1.0293650449491327,-0.6498394816897056,-1.2784860466139478,-1.2358327638744795,1.7189832071858069,-0.8326866207777843,1
0.7635062568582796,0.13998000078675718,-1.403649789143892,1.0010609298134598,1.5896018630786424,0.09020354179784548,-2.2540868035691144,0.7569976267132392,0
-1.4406334980112179,-1.2032406653183243,-0.760142997157846,1.6943283234312494,-0.7986564553259008,0.5340751094696318,-0.2500272670225332,1.9535886796522515,0
0.5013809665863412,0.6460519587256189,-1.1098331452757066,0.39834355686692013,1.152165741230199,0.9912462952843184,-1.721015928091548,-1.3226897394025667,0
-1.1489999774005422,-0.4291899924545752,0.038329486672794566,-0.7892390153216955,-0.20891279177262279,-1.36515577626505,0.1583590908208129,-0.5589262707450762,0
-1.7072739694280112,-0.22236702045883366,1.6930972665944473,3.612318512197111,1.0625748230056655,0.17992287076521923,0.9758736354353738,0.7706258306524624,1
0.40091229644030185,0.11165757284916472,1.9256002133752477,-0.02160490294381459,0.6417690564382422,0.7197054656463627,1.4413694027290194,0.5427690277699994,1
1.2864457382920482,-1.0075475280783048,-1.2404467595189903,0.826244795935599,-1.177183913489504,0.6837433172190976,-0.4817739272424997,0.06540955928016469,0
1.5912962935225439,1.2747236222409841,-0.5441543977734525,-0.621332820548227,0.3420681884316952,-0.7303816044539624,-0.7134753808247565,0.9518379495809066,0
-0.9682804594159468,0.4843400503647194,0.9721869314788874,0.09819412214816786,-1.0759197147631157,0.7023753141094135,1.5465531056818134,0.17669480915132219,1
1.3478958451288614,-0.6605845893174417,-0.49697742802306455,0.7910219501363023,0.27422369953097814,3.1552373412476795,-0.6292819483278167,0.8963890373615889,0
1.1592149774823093,0.09387686589685161,-1.2403886398790736,-0.1355525003756387,1.3494531421043676,0.1708585360988617,-1.959587809197574,0.7339854161470767,1
1.0131070088859842,-2.678455812546791,1.0186441599760867,0.9729253414891302,-1.0488478998388406,0.18859568481833927,1.5745494824216477,1.4260234901868452,1
